id,date,user,pc,activity
{R4H7-R7YP47DB-8262YRFH},01/06/2010 08:43:25,AJV0013,PC-7165,Logoff
{Z7Y3-G0MF16ZB-8962MHYI},01/06/2010 08:43:40,AAP0946,PC-7165,Logon
{D9B4-E8PS12UB-4940RGWK},01/06/2010 08:45:00,ABG0865,PC-0410,Logon
{M3F6-I6PP35GT-5238GWSX},01/06/2010 08:45:00,ABS0125,PC-5641,Logon
{R3G5-E5SW09LE-6818LSRJ},01/06/2010 08:45:00,BNF0925,PC-1488,Logon
{W5T0-I5TF84WR-8518YMLZ},01/06/2010 08:45:00,CRW0908,PC-6569,Logon
{N9H3-R5CG31WS-4905QOTK},01/06/2010 08:45:00,EVW0901,PC-4120,Logon
{F5E4-V2XQ76AO-3388BBTX},01/06/2010 08:45:00,FPS0900,PC-1987,Logon
{H7A3-M5YX00KT-1012DQIX},01/06/2010 08:45:00,MCP0926,PC-2058,Logon
{X0F3-A0JR09CA-2994HKJJ},01/06/2010 08:45:00,MMS0872,PC-1130,Logon
{N7U4-M6LD63TL-3242DAWZ},01/06/2010 08:45:00,NLC0876,PC-8955,Logon
{J6O6-T2FL40OW-5092HMPK},01/06/2010 08:45:00,OST0939,PC-2135,Logon
{T2P8-G8ZD53OI-2554OCNE},01/06/2010 08:45:00,RAR0927,PC-8969,Logon
{Z0L2-X3FS16IH-9737VAPG},01/06/2010 08:45:00,RDS0858,PC-3640,Logon
{A4J5-B8VE60LH-2965RXID},01/06/2010 08:45:00,RSR0867,PC-2849,Logon
{R7D4-B3JU78AX-3283EPAO},01/06/2010 08:45:00,YQH0930,PC-4445,Logon
{D5K9-G8JS28WD-4441NPIJ},01/06/2010 08:46:00,ARR0934,PC-2716,Logon
{A2F9-D4KP06SO-7018NUUP},01/06/2010 08:46:00,CRL0909,PC-1478,Logon
{E1W2-F9ZL28VF-8844KOLQ},01/06/2010 08:46:00,CRM0852,PC-6194,Logon
{P6C6-M0WZ47CD-7001PFMY},01/06/2010 08:46:00,DIA0854,PC-0731,Logon
{M4E8-Y0IX76VE-6865QARM},01/06/2010 08:46:00,ESB0859,PC-1088,Logon
{M0T3-V2IG38PT-6817PFDO},01/06/2010 08:46:00,JAJ0183,PC-1384,Logon
{M3V3-G7XT98IT-9392HCGN},01/06/2010 08:46:00,JXD0869,PC-2655,Logon
{T7T4-G8TG28ZR-1624UDAK},01/06/2010 08:46:00,LAG0639,PC-1575,Logon
{U5O3-H2XH39MP-4867BBMU},01/06/2010 08:46:00,NAG0123,PC-4472,Logon
{X4O5-E0ZU48EJ-4241GSRM},01/06/2010 08:46:00,PSS0935,PC-1115,Logon
{G3V1-X4XP73KH-9605AGMY},01/06/2010 08:46:00,SRM0851,PC-1233,Logon
{Y9K0-X2XK74AQ-0611LJCN},01/06/2010 08:46:00,YEV0902,PC-9502,Logon
{O0H6-V1XW43LT-0605GJHX},01/06/2010 08:47:00,COF0905,PC-2091,Logon
{T6S3-V9MG62AC-1384MUNE},01/06/2010 08:47:00,JIB0860,PC-6241,Logon
{K0B8-V6WF96BC-2299EDCF},01/06/2010 08:47:00,JSW0862,PC-9939,Logon
{G4O6-I2HD31VB-6127UEOQ},01/06/2010 08:47:00,JYG0912,PC-3122,Logon
{J3A7-K7NA37QO-3608LRCE},01/06/2010 08:47:00,KJC0931,PC-9490,Logon
{O4A5-J6UL99XV-4769RWUW},01/06/2010 08:47:00,MPW0904,PC-4403,Logon
{V5F8-O8BD54RS-5423EQYQ},01/06/2010 08:47:00,MSC0284,PC-3814,Logon
{E5D6-F7TZ16FE-0464LEHU},01/06/2010 08:47:00,SAC0882,PC-8417,Logon
{G1R4-Y5LF87MO-0748RHCQ},01/06/2010 08:47:00,SAO0920,PC-8152,Logon
{K7H7-T5TN61NG-7319UMEL},01/06/2010 08:47:24,JXD0869,PC-7165,Logon
{N2U7-H1JP49LU-3225ANKA},01/06/2010 08:48:00,DAL0189,PC-6436,Logon
{E0W2-A5UQ62RG-1104EHFQ},01/06/2010 08:48:00,SLM0993,PC-7045,Logon
{R8Y0-Y8UZ82VD-5947WCFZ},01/06/2010 08:48:00,TJR0895,PC-1413,Logon
{S7U1-M2KU78SK-3278NNKD},01/06/2010 08:48:00,VNH0910,PC-1702,Logon
{Y7M5-P7OR24WV-6460JYUX},01/06/2010 08:48:00,WCS0883,PC-5924,Logon
{F5V9-O4HY72ZF-6281OJIZ},01/06/2010 08:48:55,JXD0869,PC-7165,Logoff
{I0P5-U5DW28MM-6095ZHYL},01/06/2010 08:49:00,AEM0896,PC-8285,Logon
{K0F4-X5ZW68FM-3058CKGP},01/06/2010 08:49:00,ATG0636,PC-5109,Logon
{D1K3-L8FS39TW-0779IJQZ},01/06/2010 08:49:00,CSP0983,PC-9612,Logon
{P5A5-N6CV74KG-8782FTPA},01/06/2010 08:49:00,EBC0186,PC-6713,Logon
{W7I2-J6QO93MY-6078JHBQ},01/06/2010 08:49:00,GLW0278,PC-1599,Logon
{J6N4-Q2VU36HZ-0443DTJF},01/06/2010 08:49:00,LGR0884,PC-3047,Logon
{I5H2-I5YV86IL-1976IXCR},01/06/2010 08:49:00,LKH0870,PC-7848,Logon
{V5T4-T9PO68FY-7792BNOB},01/06/2010 08:49:00,RJT0913,PC-4966,Logon
{V2X8-I3PN95XW-8650ZEVV},01/06/2010 08:49:00,RLH0287,PC-7433,Logon
{Z0K0-L8SS75AY-3956QXFK},01/06/2010 08:49:00,WCC0009,PC-2923,Logon
{H2Z0-Z9ZD70GC-0458LPSR},01/06/2010 08:49:04,TJR0895,PC-7165,Logon
{R1P0-O1EC22SH-8432URLI},01/06/2010 08:50:00,BMW0898,PC-7507,Logon
{F7K4-Y0CG41RR-0597APGW},01/06/2010 08:50:00,FTT0044,PC-3732,Logon
{A1A0-P0YG12NE-4427KCTI},01/06/2010 08:50:00,PJY0906,PC-6298,Logon
{H9T7-K9EJ73HC-0517IVMF},01/06/2010 08:50:18,TJR0895,PC-7165,Logoff
{Z6O4-V5WP68MZ-8483RNAW},01/06/2010 08:50:24,AAP0946,PC-7165,Logoff
{N5U6-T9LR72DZ-7336DTSO},01/06/2010 08:50:32,GND0780,PC-7165,Logon
{B7A3-I0UX82QP-3892CMHL},01/06/2010 08:51:00,ATV0292,PC-4773,Logon
{N7V5-S5SV64JO-9187VHEH},01/06/2010 08:51:00,BNB0938,PC-6578,Logon
{V7T0-G2DG42LH-9744KNPL},01/06/2010 08:51:00,JAW0003,PC-5516,Logon
{H3V1-O4DC88LO-0740GJQM},01/06/2010 08:51:00,JMW0648,PC-1404,Logon
{G0W7-N4ZN95GN-5639ZKFW},01/06/2010 08:51:00,TKW0289,PC-0015,Logon
{R8Y2-E5UX36CU-7446AAQM},01/06/2010 08:52:00,JQV0922,PC-4826,Logon
{H7M5-Z6SP18FY-5357EJIP},01/06/2010 08:52:00,JTS0917,PC-4893,Logon
{X7X7-W6EC03FJ-1910ERZB},01/06/2010 08:53:00,ECP0997,PC-6136,Logon
{V2X7-G7MO81MA-6958FNBM},01/06/2010 08:53:00,JJF0924,PC-0630,Logon
{V1Z4-Z4RF14CH-0187ZXKS},01/06/2010 08:53:00,RNM0875,PC-4017,Logon
{H5B1-M6KY60PH-4971ABLY},01/06/2010 08:54:00,DAA0286,PC-0150,Logon
{K8T6-C4DB95OT-2494PLYD},01/06/2010 08:54:00,LEB0888,PC-6723,Logon
{K9L0-U8UJ17GX-6867ALBW},01/06/2010 08:54:00,LPR0647,PC-1412,Logon
{Y2Q3-W9DU50LT-9156LMWZ},01/06/2010 08:54:00,PIB0855,PC-1578,Logon
{R9H7-M6AL24WW-9961ZUFL},01/06/2010 08:54:00,SHW0128,PC-9315,Logon
{V1H8-R8ND18BW-2546QRGN},01/06/2010 08:55:00,CEJ0646,PC-4553,Logon
{Z5M3-M8SB15LV-7413JPCJ},01/06/2010 08:55:00,CQC0853,PC-0066,Logon
{A5P7-X3VM24QA-8166FEAM},01/06/2010 08:55:00,HHL0126,PC-2869,Logon
{A9B9-A5JW36JZ-6449RGBU},01/06/2010 08:55:00,IAS0296,PC-9607,Logon
{J9Q9-P0VY66NF-7966NYDM},01/06/2010 08:55:00,KAS0887,PC-9553,Logon
{W6C9-W9QQ63II-7536TGCQ},01/06/2010 08:55:00,TZD0878,PC-7891,Logon
{M5H9-F2QO16NN-6878XUUK},01/06/2010 08:56:00,JBR0891,PC-4074,Logon
{Z0B9-D2IL75EC-8908UHPD},01/06/2010 08:56:00,KNC0291,PC-5372,Logon
{Y6L3-Y4KM13MN-3245MJRP},01/06/2010 08:56:00,RDC0283,PC-2887,Logon
{P9H5-T1PZ52SS-4876JSOI},01/06/2010 08:57:00,CMB0645,PC-7585,Logon
{U9J7-V0LG52CN-2526GBWG},01/06/2010 08:57:00,KDH0290,PC-4557,Logon
{Z1X0-M3HJ04VD-4929VCCY},01/06/2010 08:58:00,IRM0637,PC-0802,Logon
{A6X9-U7IY76DQ-4146YGIS},01/06/2010 08:58:00,SVP0644,PC-4389,Logon
{R3U8-V4LO86UW-8303BCNQ},01/06/2010 08:59:00,CGF0635,PC-4885,Logon
{J1S7-K8QE34WU-9047QJMT},01/06/2010 08:59:00,SZG0295,PC-6200,Logon
{J9Y8-X1CQ20JF-1535VPNO},01/06/2010 09:00:00,BKM0492,PC-3556,Logon
{G7O2-I4SO91TM-6263WAET},01/06/2010 09:00:00,CCN0067,PC-1041,Logon
{C0J9-U6ZY98LO-6647UTCK},01/06/2010 09:00:00,DBM0279,PC-8059,Logon
{O3Q3-X7BC39DV-1034TJLF},01/06/2010 09:00:00,FAH0982,PC-3087,Logon
{K0P8-M0ZN20YU-5318FXTE},01/06/2010 09:00:00,GBC0129,PC-2092,Logon
{T8E0-F9VO41FV-4974JYAD},01/06/2010 09:00:00,GEC0280,PC-8078,Logon
{M2Q8-E4GN14ZG-7102CBDZ},01/06/2010 09:00:00,ILB0480,PC-1202,Logon
{C2J1-K5IF19OJ-8431AHJA},01/06/2010 09:00:00,JSD0488,PC-7819,Logon
{X9Q6-T3KS27WY-8823UDAL},01/06/2010 09:00:00,MQM0127,PC-3361,Logon
{Y5E7-N6OO42KJ-9580VSWL},01/06/2010 09:00:00,POH0119,PC-1857,Logon
{S5P1-F1XJ80RX-9222QJNV},01/06/2010 09:00:00,PTM0966,PC-5326,Logon
{T4I7-V7YT33YE-5994IQCU},01/06/2010 09:00:00,QRF0629,PC-7081,Logon
{E5Y0-C6CH25TM-1497YYUV},01/06/2010 09:00:00,RSC0642,PC-8930,Logon
{L6C1-K4KO22PP-7417YPUX},01/06/2010 09:01:00,BNB0478,PC-7206,Logon
{C4A5-O9XB31TY-5107HXGC},01/06/2010 09:01:00,CSG0640,PC-8212,Logon
{Z3D9-D7WG31YC-9940GQBC},01/06/2010 09:01:00,GNY0144,PC-0826,Logon
{L3A5-F5AB26BG-6949JDHU},01/06/2010 09:01:00,JCJ0477,PC-5931,Logon
{F8E1-I0QX33OD-8376QXEB},01/06/2010 09:01:00,MYB0285,PC-1718,Logon
{P9A8-T7MK65UM-3690OMHR},01/06/2010 09:02:00,BJG0120,PC-1988,Logon
{C6X4-V9CD98RK-5899WOWX},01/06/2010 09:02:00,CRM0133,PC-9934,Logon
{O1D0-P8BP63OP-5206FPIH},01/06/2010 09:02:00,DWM0143,PC-2073,Logon
{P9O4-K7ZL19LR-5717YVAX},01/06/2010 09:02:00,LGL0964,PC-5764,Logon
{M7Z5-X9TO30FC-4257QVEN},01/06/2010 09:02:00,OMS0131,PC-4556,Logon
{T5C6-R5DS39JN-1840FHAG},01/06/2010 09:02:00,TBF0641,PC-0194,Logon
{R6M4-Z7MU01UM-2492TPIG},01/06/2010 09:03:00,AMT0293,PC-1410,Logon
{I1S6-Z5QP41XJ-1465URUK},01/06/2010 09:03:00,ASA0282,PC-8289,Logon
{P0K7-A8EL63GV-2809TSYZ},01/06/2010 09:03:00,CIL0124,PC-7806,Logon
{X5I5-Y9DJ43LX-9999YJYH},01/06/2010 09:03:00,DHW0130,PC-6601,Logon
{D8I2-N6TA89DX-4556MXHV},01/06/2010 09:03:00,GKH0643,PC-6938,Logon
{C3D3-J1BR79LC-0216IQLR},01/06/2010 09:03:00,JQJ0479,PC-4246,Logon
{H1A9-J6BV32SC-7208SIQR},01/06/2010 09:03:00,QOP0491,PC-6385,Logon
{Y6W1-J0XK56HM-9181SFAE},01/06/2010 09:03:00,VMT0475,PC-6023,Logon
{F3V2-D9NQ53SZ-8482RAJI},01/06/2010 09:04:00,DKF0483,PC-1514,Logon
{G2M7-A2GD88QJ-2817WPSX},01/06/2010 09:04:00,KXF0634,PC-6653,Logon
{B4C2-S4IB37SG-6003TRHS},01/06/2010 09:04:00,MCL0139,PC-5645,Logon
{P2T0-M5PQ79AP-7560JXHM},01/06/2010 09:04:00,ORC0489,PC-1184,Logon
{F7N6-R3KG34PV-3887LNZN},01/06/2010 09:05:00,ABT0490,PC-3555,Logon
{R9R3-U0DW43RV-9244DLCY},01/06/2010 09:05:00,CBL0969,PC-9005,Logon
{L3Q2-B6LQ34MQ-9944BRYX},01/06/2010 09:06:00,DWP0971,PC-8685,Logon
{K8I1-L7MU27GR-8325FUOR},01/06/2010 09:06:00,EHS0481,PC-3484,Logon
{H6N2-Q4HW46WL-9971LJWG},01/06/2010 09:06:00,IQW0294,PC-3418,Logon
{O8J2-N5LU47AD-0217WVMI},01/06/2010 09:06:00,SDP0142,PC-3428,Logon
{J8B8-G5ZQ26DN-5265AFLA},01/06/2010 09:07:00,CJM0970,PC-3332,Logon
{R2G0-A9FE91KC-9706UGOE},01/06/2010 09:07:00,DBV0277,PC-9583,Logon
{C2K0-Y5AJ14AV-0048NFME},01/06/2010 09:07:00,HJK0496,PC-7543,Logon
{Z3W4-K5AS97PK-0618VUNO},01/06/2010 09:08:00,DGC0484,PC-0573,Logon
{G2M0-X9BL10ZQ-4777WWFZ},01/06/2010 09:08:00,MJR0485,PC-0766,Logon
{N3E1-O7IS54WW-9450IIQF},01/06/2010 09:08:00,SDH0288,PC-5156,Logon
{F0E9-G0JV36KV-6573XYPZ},01/06/2010 09:09:00,MCN0973,PC-2846,Logon
{O0H3-I2IO16FI-7438ZNVQ},01/06/2010 09:09:00,RHP0132,PC-8134,Logon
{J5B4-C4AA63WW-0006OYFS},01/06/2010 09:09:00,ZSP0972,PC-5819,Logon
{J1P7-F0QF19QF-3196EIGA},01/06/2010 09:10:00,MES0501,PC-9174,Logon
{Z4G1-B0IO66KC-3073EMXP},01/06/2010 09:11:00,GCB0638,PC-3258,Logon
{W7X9-E5KX57ER-9354YSNV},01/06/2010 09:12:00,JAL0281,PC-7595,Logon
{M6G2-T8UE42VV-5283HCVT},01/06/2010 09:12:00,WIF0497,PC-5772,Logon
{V4W7-V3QK01IN-2199OBAW},01/06/2010 09:13:00,KJB0503,PC-9698,Logon
{I0E1-A7JH38IJ-8490XVEN},01/06/2010 09:13:00,VRL0117,PC-4383,Logon
{I1P4-X3VC85EF-2920FUYC},01/06/2010 09:14:00,HCS0965,PC-7778,Logon
{X3V2-S0SI73AU-1552YXRP},01/06/2010 09:15:00,BBS0474,PC-8373,Logon
{W2Q7-N1CQ28DZ-7858WDPN},01/06/2010 09:15:00,DEI0246,PC-5645,Logon
{B2Y2-K6VI48KV-5090AFJT},01/06/2010 09:15:00,HMD0974,PC-1182,Logon
{D8M9-Q1KE47FG-3431RPJM},01/06/2010 09:15:00,RHH0968,PC-2181,Logon
{O7E2-M8VM80VB-0214XRAN},01/06/2010 09:15:00,RPM0498,PC-9194,Logon
{O7M1-X5PE64LO-2862GJHG},01/06/2010 09:15:00,SMJ0486,PC-0547,Logon
{Q2F7-R8BW57CF-9263GLNC},01/06/2010 09:15:00,WVB0343,PC-8312,Logon
{O7L8-Z9ZB81TZ-9312IWHJ},01/06/2010 09:17:00,CUC0118,PC-9805,Logon
{A8G7-F6CU68EU-1443CDJB},01/06/2010 09:17:00,NSA0967,PC-7583,Logon
{F7G3-X4QZ12PR-5223VZHW},01/06/2010 09:17:00,QTP0493,PC-2447,Logon
{K9A9-B3JE26WZ-0322PBGO},01/06/2010 09:18:00,AYN0502,PC-9878,Logon
{G5L1-K5UA75SY-9984EWTR},01/06/2010 09:18:00,BCD0482,PC-3364,Logon
{D2B1-U4YB30MG-2417DNTR},01/06/2010 09:18:00,HDW0495,PC-8234,Logon
{L9O9-K3RY96OT-7677ULOK},01/06/2010 09:18:00,MDS0121,PC-8374,Logon
{P5R0-Z8VU26RX-1801MKYS},01/06/2010 09:18:00,SMG0494,PC-9326,Logon
{F8E0-D7OW27HT-9513NDNH},01/06/2010 09:18:22,CSG0640,PC-7165,Logon
{K7E3-Y3QP61GT-0939DROW},01/06/2010 09:19:00,AHD0110,PC-9275,Logon
{W8R4-T2HP47UY-3592NYEY},01/06/2010 09:19:00,MAS0500,PC-7112,Logon
{H7T8-X8RB71UL-4503ODMM},01/06/2010 09:19:00,OJB0082,PC-1904,Logon
{A4N7-I1OK37HX-7200QHZV},01/06/2010 09:20:00,AVJ0078,PC-8277,Logon
{B5X3-H3AO02TF-9520WOSM},01/06/2010 09:21:00,CDG0487,PC-7224,Logon
{W5X8-D4JO05WI-5447CLLL},01/06/2010 09:21:00,HAJ0975,PC-5858,Logon
{Y2X7-Y5EN24VY-1955YJNI},01/06/2010 09:21:00,OSB0976,PC-7141,Logon
{T3Z1-C5VB40SP-4944NIXG},01/06/2010 09:21:00,TJB0250,PC-9909,Logon
{N3L7-X4XP57XA-7224INLB},01/06/2010 09:21:48,CSG0640,PC-7165,Logoff
{Q4M7-G5KW80MX-5416WKMK},01/06/2010 09:22:00,BIB0251,PC-8883,Logon
{V8R2-N7EI03VO-6606YSEZ},01/06/2010 09:22:00,FLR0476,PC-9334,Logon
{L9U3-J5YT87DZ-6338QAMJ},01/06/2010 09:22:08,POH0119,PC-7165,Logon
{F2Q4-N3FT49CQ-8417HWJR},01/06/2010 09:23:00,THY0079,PC-8903,Logon
{U0R0-P9QM57EF-3475HHIO},01/06/2010 09:23:00,TST0116,PC-8948,Logon
{P0H1-L0SQ23MC-6812AJQA},01/06/2010 09:23:00,YCS0499,PC-0264,Logon
{E2Y6-Z5VX42QQ-5683OTBN},01/06/2010 09:23:22,POH0119,PC-7165,Logoff
{M5I3-H6MX41NJ-2344IJAP},01/06/2010 09:24:00,BJH0243,PC-7268,Logon
{T5B1-J4OF38ME-9634VFBN},01/06/2010 09:24:00,GBR0977,PC-4122,Logon
{R6X3-I3CR85QP-8121CALD},01/06/2010 09:24:00,RHM0081,PC-3684,Logon
{E4V8-R5UW76GC-5761TQEW},01/06/2010 09:24:01,WVB0343,PC-7165,Logon
{F4L7-O3RE02WV-7595TIFL},01/06/2010 09:26:00,GCI0248,PC-4721,Logon
{O9R0-X6OI32SI-1679ORSQ},01/06/2010 09:30:00,JMB0069,PC-0085,Logon
{S1H8-L2LY19LV-2098ZCRH},01/06/2010 09:32:00,KAC0245,PC-2434,Logon
{M9E0-K9JQ31MN-0424NNSW},01/06/2010 09:32:00,OVW0244,PC-2969,Logon
{K1I1-F0BK58GB-9156WMQG},01/06/2010 09:34:00,WAW0242,PC-6746,Logon
{I8L5-M5PQ90VK-3367STSP},01/06/2010 09:35:28,WVB0343,PC-7165,Logoff
{A6E2-K5OB85BH-3362WSHZ},01/06/2010 09:35:31,CBL0969,PC-7165,Logon
{X2C0-A6DN25GT-6635FRHU},01/06/2010 09:36:36,CBL0969,PC-7165,Logoff
{K9I3-Y9IV57YV-4327GZSI},01/06/2010 09:36:36,WAW0242,PC-7165,Logon
{U5O6-J0ZR63VM-6451SAEO},01/06/2010 09:37:00,HPS0247,PC-6970,Logon
{R5M9-W6BA48IE-8575DOAO},01/06/2010 09:38:18,CMR0739,PC-3860,Logon
{M8R1-C5ZQ97AK-5011FTSU},01/06/2010 09:39:00,HKH0249,PC-4870,Logon
{P2J4-Q5XS43EM-6253TTGH},01/06/2010 09:41:00,MJM0080,PC-2586,Logon
{O0Q6-S4ON06BS-1334YSLQ},01/06/2010 09:41:01,WAW0242,PC-7165,Logoff
{Y4S6-V4TH69NO-0765NBPR},01/06/2010 09:42:40,MIN0513,PC-8339,Logon
{G2L8-W7VM72SR-9962DFRF},01/06/2010 09:42:43,GEC0280,PC-7165,Logon
{N7Z4-U9BJ53RA-9205NOOM},01/06/2010 09:44:55,GEC0280,PC-7165,Logoff
{G5I5-R0WS92WE-5281VNMF},01/06/2010 09:46:03,MLM0570,PC-3348,Logon
{V8Z4-C9FQ58VW-6831IMNF},01/06/2010 09:46:10,GND0780,PC-7165,Logoff
{O4B0-X8KZ31RC-6489VQEB},01/06/2010 09:46:15,HSS0758,PC-7165,Logon
{L6Z5-J1OD01FO-1162SGEH},01/06/2010 09:52:15,SPD0384,PC-4902,Logon
{F5C4-A2HC39EA-2490KMCM},01/06/2010 09:54:28,WSP0210,PC-0583,Logon
{U3U0-I3DU10JD-8882SMKS},01/06/2010 09:56:21,ASJ0958,PC-1032,Logon
{M9G1-M9LU28UT-3349ISHI},01/06/2010 10:20:39,TYR0442,PC-9892,Logon
{Z2A1-U8NM88KA-4938BLVH},01/06/2010 10:29:34,JVS0212,PC-8519,Logon
{G0E4-I3RL64BG-5474GJZM},01/06/2010 10:31:57,JED0704,PC-2020,Logon
{M8Q0-Z3SY21ST-1146MFSS},01/06/2010 10:32:13,MLM0570,PC-3348,Logoff
{Z7I3-B2WK07VQ-6854AGPV},01/06/2010 10:32:30,BLW0787,PC-5896,Logon
{Y8K8-U7UW48VO-2685LLJG},01/06/2010 10:36:10,HSS0758,PC-7165,Logoff
{G9S6-I6XD82DL-4489DJLK},01/06/2010 10:36:13,RHR0856,PC-7165,Logon
{M8U5-M5OO99HQ-7642JWQR},01/06/2010 10:38:10,RHR0856,PC-7165,Logoff
{Z4V5-S4RZ76CU-8978ZSDP},01/06/2010 10:38:17,PAS0349,PC-7165,Logon
{D5A4-F7JS27FK-5519UIJF},01/06/2010 10:39:22,ERL0366,PC-0472,Logon
{J4M5-J7IS48GL-5932REZF},01/06/2010 10:39:30,CSG0227,PC-6015,Logon
{B0T5-M6JR23QP-5633OWAC},01/06/2010 10:42:23,TKW0289,PC-0015,Logon
{S2J8-X6EG99RL-2436YRVX},01/06/2010 10:43:59,RBS0466,PC-6902,Logon
{K6S9-Z6EP43LI-5334JPWL},01/06/2010 10:47:52,RLH0164,PC-0854,Logon
{S8Z8-N7NK29DE-7722PSNQ},01/06/2010 10:51:19,BLA0039,PC-5490,Logon
{S4A5-L8CS64FY-2418MZTS},01/06/2010 10:51:42,WSP0210,PC-3252,Logon
{T8B2-F3FK53LD-0459STJN},01/06/2010 10:52:25,PAS0349,PC-7165,Logoff
{O7U7-B1MQ15EW-4949UNVD},01/06/2010 10:53:19,IDM0326,PC-7165,Logon
{F2L9-S3KL61SV-9659WISB},01/06/2010 10:59:25,WSP0210,PC-3252,Logoff
{Z6T3-Y7YD00HZ-0246RRNK},01/06/2010 11:01:13,CEF0928,PC-5412,Logon
{X2N2-S1NJ05RQ-0104ISFC},01/06/2010 11:01:47,PAW0040,PC-8274,Logon
{K9G7-M2EE12SM-7255WHXG},01/06/2010 11:02:25,KGM0616,PC-3071,Logon
{B9B5-Q5LT14SQ-5632MAWN},01/06/2010 11:03:42,PAW0040,PC-8274,Logoff
{J8J0-F6TD58MV-2542NGTL},01/06/2010 11:05:53,BLA0039,PC-5490,Logoff
{H2U5-S5HI07RZ-8448NSQZ},01/06/2010 11:06:17,KPB0549,PC-7199,Logon
{S5J5-N1JJ81LF-2835VSDQ},01/06/2010 11:08:21,XML0742,PC-7730,Logon
{P7Q9-Z8ZI30DL-3239SDNM},01/06/2010 11:18:40,TML0765,PC-6925,Logon
{I7N1-E6VZ33DB-7276OLFF},01/06/2010 11:25:50,IDM0326,PC-7165,Logoff
{M9T2-Q3VN87QR-5563EURN},01/06/2010 11:26:33,KJC0931,PC-9490,Logon
{Q7Q1-A8HT96BD-9215YXVJ},01/06/2010 11:26:43,CEB0158,PC-7165,Logon
{E9A0-A9VU88UO-5418AAWR},01/06/2010 11:27:01,BMG0006,PC-9129,Logon
{V1V6-L2KC07UB-5628CSFT},01/06/2010 11:28:44,VJB0695,PC-7706,Logon
{T4M0-G3LJ82TN-4937UNJR},01/06/2010 11:28:47,CEB0158,PC-7165,Logoff
{K1E8-L3KP66BQ-7245AQTW},01/06/2010 11:28:56,OKC0525,PC-7165,Logon
{K9Z5-J4ZN97QO-8014JKTR},01/06/2010 11:29:58,OKC0525,PC-7165,Logoff
{N8N8-F4PO88KP-1017MEYC},01/06/2010 11:30:01,BZT0160,PC-7165,Logon
{B1G6-T7VI48SL-2178NGNJ},01/06/2010 11:32:27,BZT0160,PC-7165,Logoff
{P3Y2-K1TC35SO-2176KFVJ},01/06/2010 11:32:34,CHH0472,PC-7165,Logon
{R2W9-M9SR01OP-7978IFWZ},01/06/2010 11:33:31,KJP0844,PC-1188,Logon
{L2O7-I3FV17XV-9574PGRM},01/06/2010 11:33:56,KTG0001,PC-6023,Logon
{G5C3-B2VG69JQ-9502XRBF},01/06/2010 11:34:35,MCR0735,PC-3413,Logon
{F5R9-Q4AP68FU-3115EIMY},01/06/2010 11:34:47,FTP0140,PC-9517,Logon
{N7J1-L8EC72RQ-5402BWUK},01/06/2010 11:36:05,SAK0517,PC-6974,Logon
{B9F3-J8CW59HA-1735YWHB},01/06/2010 11:37:05,RIB0011,PC-8308,Logon
{I0I8-A4UN30MK-9211RIVL},01/06/2010 11:37:55,RHR0856,PC-1914,Logon
{L8V7-K9JS25HB-3730MNBA},01/06/2010 11:40:07,VAD0688,PC-0674,Logon
{T8G7-U8EK16MG-8055RNIQ},01/06/2010 11:40:27,ACC0950,PC-8672,Logon
{M0Q3-F5GH21FE-3727QDZG},01/06/2010 11:40:42,RLP0021,PC-9377,Logon
{L8C8-R3GN24KH-4433NCAN},01/06/2010 11:41:15,ATV0292,PC-4773,Logon
{U3M0-S6FN20BA-9465OPJG},01/06/2010 11:43:09,LBW0600,PC-8426,Logon
{C1M1-C8EU90XA-0082ZZMP},01/06/2010 11:48:49,MIK0681,PC-8556,Logon
{T3Z5-L2AG61AO-4952JNOB},01/06/2010 11:52:45,JRV0778,PC-9034,Logon
{C4W8-D4WL77VS-1659AYOU},01/06/2010 11:53:56,ANR0792,PC-7082,Logon
{G7V6-O3OL49UA-2843DANB},01/06/2010 11:54:05,NTC0176,PC-1713,Logon
{N2O1-I2SK34HB-9330HGEX},01/06/2010 11:56:50,CAO0899,PC-0563,Logon
{C2Y1-D3ZM75SI-3699FMXJ},01/06/2010 11:57:50,HRH0272,PC-3823,Logon
{U5Y6-C8PL81CP-9319QEJM},01/06/2010 12:00:52,IAH0365,PC-0674,Logon
{K5P9-O4HI31CT-3269DNDA},01/06/2010 12:00:55,KAK0992,PC-1037,Logon
{Z6Q7-L2JM52JI-8741XICP},01/06/2010 12:01:55,TBF0598,PC-7268,Logon
{P4O5-W2IX02RF-4699FEGV},01/06/2010 12:02:49,XUG0327,PC-8371,Logon
{B7D2-Y3LH97LM-7235ETIE},01/06/2010 12:02:57,LRL0873,PC-8504,Logon
{E6S0-A2KM05YG-7100KTMC},01/06/2010 12:03:48,BAK0530,PC-6188,Logon
{Z2A2-B7FT92CP-6321JWFW},01/06/2010 12:08:24,GDK0694,PC-6798,Logon
{S7V9-V2IL11YY-7547AJNR},01/06/2010 12:09:01,CCD0463,PC-8766,Logon
{Z6E5-H1SI64QW-5144CVHG},01/06/2010 12:09:10,CHH0472,PC-7165,Logoff
{G5K2-J2TU60LN-4574PEXE},01/06/2010 12:09:35,KBC0531,PC-7165,Logon
{L8K9-L6XP70FT-1280GLZT},01/06/2010 12:11:28,CCO0065,PC-5771,Logon
