id,date,user,pc,activity
{S7V1-C1MW64ES-9960PFVT},01/13/2010 16:21:22,BCS0314,PC-1665,Disconnect
{C5R5-R4GC45QA-1184HWGV},01/13/2010 16:22:17,MZP0236,PC-9474,Disconnect
{H2Z8-M6IZ24WO-7149AQCE},01/13/2010 16:22:32,RKS0170,PC-4227,Connect
{O9U3-R4IC44ZR-9752MLBG},01/13/2010 16:23:02,BRS0849,PC-7545,Disconnect
{Q6Q5-H7SP64QV-9499WPZP},01/13/2010 16:25:13,PAS0349,PC-6612,Connect
{O6S2-T4WI46WT-5198AXWG},01/13/2010 16:25:51,MOP0874,PC-3433,Disconnect
{P9T8-R9UW69GX-1773OGVG},01/13/2010 16:25:54,FBR0659,PC-9634,Disconnect
{L2H4-I9QV96OD-5465TWML},01/13/2010 16:26:04,JKD0625,PC-1794,Connect
{O1Z2-I5OG06TH-9250YHKK},01/13/2010 16:27:01,TML0765,PC-6925,Disconnect
{W1T5-R2JY91XI-0775EBBN},01/13/2010 16:27:03,TYR0442,PC-9892,Disconnect
{L3W1-Q1IN97YV-6030XYHY},01/13/2010 16:27:31,GTF0396,PC-9367,Disconnect
{R5U1-M6RB73AW-1893VSAD},01/13/2010 16:27:58,VLB0057,PC-7284,Disconnect
{E0T8-B6OC43DH-9515JFSU},01/13/2010 16:28:04,ATV0292,PC-4773,Connect
{K9B4-R3PC55MB-7340ECZM},01/13/2010 16:28:37,SDH0288,PC-5156,Connect
{Y4U6-T2LH22LY-2351CIOB},01/13/2010 16:28:37,TCF0052,PC-5277,Disconnect
{S7X8-H1BI19DR-2220EEBT},01/13/2010 16:28:59,BGM0010,PC-0811,Disconnect
{B5L9-J9EX37JD-6684ITGC},01/13/2010 16:29:22,AJO0389,PC-1738,Disconnect
{A7N9-O9LO60EN-4290CBJP},01/13/2010 16:31:27,AUS0564,PC-5201,Disconnect
{P6I1-H2TU83TF-9746RMYX},01/13/2010 16:32:17,AAS0850,PC-5379,Disconnect
{B5Z9-R9XD22SL-4385SADH},01/13/2010 16:32:38,JZA0447,PC-9753,Disconnect
{I7W8-O4TV68RN-8053GUXE},01/13/2010 16:34:12,RHR0856,PC-1914,Disconnect
{W3B5-K4HJ70DW-9928SZGL},01/13/2010 16:34:48,MMO0264,PC-8376,Connect
{L7M5-I8MR94LL-0985CSAJ},01/13/2010 16:34:54,HQC0608,PC-3020,Disconnect
{B2X0-A2FL55LB-9242ADOX},01/13/2010 16:34:57,NQT0979,PC-7610,Connect
{U1Q8-F1FW14KN-0286WNEW},01/13/2010 16:35:57,CMR0739,PC-3860,Disconnect
{L3L1-G4BF22KP-5079QDVN},01/13/2010 16:35:59,KMH0307,PC-7549,Disconnect
{A0R5-T2GB40ZL-7459TRND},01/13/2010 16:36:55,TZD0878,PC-7891,Connect
{B1S1-R5CA19XW-9128LCGH},01/13/2010 16:37:17,RKS0170,PC-4227,Disconnect
{P1B4-O3GJ41ER-0275CTCB},01/13/2010 16:38:18,KBC0531,PC-4603,Disconnect
{S1J5-Z1LU42SF-4069LWWT},01/13/2010 16:39:58,DIL0607,PC-3077,Disconnect
{R2T0-U7QU13NZ-6224MRRM},01/13/2010 16:40:03,BGM0010,PC-0811,Connect
{I4G5-D0KP65KD-8665QWLB},01/13/2010 16:41:23,ATV0292,PC-4773,Disconnect
{W9L0-X8QP80FG-1213GIDW},01/13/2010 16:41:36,DCW0087,PC-5901,Disconnect
{V6J6-N3RD52RO-8087NNRM},01/13/2010 16:42:44,PAS0349,PC-6612,Disconnect
{M3W2-A8WJ92HE-6320EZZM},01/13/2010 16:42:46,BGR0068,PC-8640,Disconnect
{D3N2-N1KV53SZ-0519KEYA},01/13/2010 16:44:03,ECF0196,PC-9265,Connect
{U4C5-C6BN78TX-1159KQGC},01/13/2010 16:46:39,WVB0343,PC-8312,Disconnect
{D9C3-A3PE86ZN-5685EYTM},01/13/2010 16:47:09,LAG0639,PC-1575,Disconnect
{J0V6-T7XB54DL-8815XLWT},01/13/2010 16:47:58,HAM0510,PC-2773,Disconnect
{Y3F5-Q2RA55MT-8176ZZAS},01/13/2010 16:48:02,MIN0513,PC-8339,Disconnect
{Q4W4-G2TP53TI-1480TXOR},01/13/2010 16:48:46,MMO0264,PC-8376,Disconnect
{T8I6-Q5KG23TT-5565GNCV},01/13/2010 16:49:01,FBR0659,PC-9634,Connect
{S8L3-Q1SN47DE-6892TUKO},01/13/2010 16:49:20,BGM0010,PC-0811,Disconnect
{S7Z0-G4XF05LL-6342RJUN},01/13/2010 16:50:25,KBC0531,PC-4603,Connect
{Q9R8-T8KG47TX-3176GCIY},01/13/2010 16:50:45,JAJ0183,PC-1384,Connect
{M0U7-G4EJ40HS-0495QVUC},01/13/2010 16:51:02,CQR0391,PC-4561,Connect
{D8X6-Y8BP18CA-5284AIMB},01/13/2010 16:51:02,FBR0659,PC-9634,Disconnect
{A1T1-S5JO35PG-1547TBGX},01/13/2010 16:51:16,CQR0391,PC-4561,Disconnect
{O7J9-P9GE50LJ-9693YVWB},01/13/2010 16:51:53,DGC0484,PC-0573,Connect
{J4X3-D5FO94KM-7541HJIE},01/13/2010 16:52:11,DGC0484,PC-0573,Disconnect
{S0G5-E9QY29OH-6562LUIY},01/13/2010 16:53:16,TJC0370,PC-7987,Connect
{V2U3-M7CJ13AV-1793KTMP},01/13/2010 16:53:44,BGM0010,PC-0811,Connect
{K5U0-H0UH48WZ-2404WDZM},01/13/2010 16:53:56,CJP0221,PC-5941,Disconnect
{S1M2-I2CN23GA-9827CHSY},01/13/2010 16:56:06,CTR0215,PC-2944,Disconnect
{W0M1-S6BQ22OS-5072RTIT},01/13/2010 16:56:16,KBC0531,PC-4603,Disconnect
{H9X0-J5AK46VH-8262LDCS},01/13/2010 16:57:50,SAK0517,PC-6974,Disconnect
{V9P9-M4DI82ZW-8961WRWW},01/13/2010 17:00:52,BNB0478,PC-7206,Disconnect
{N2M5-F9VW83RQ-1636APMP},01/13/2010 17:01:24,MNT0552,PC-4301,Connect
{E7Q5-H7ZS80OC-8524JSGC},01/13/2010 17:02:19,BGM0010,PC-0811,Disconnect
{I3T6-F8YT37UQ-8589KGIO},01/13/2010 17:02:22,NQT0979,PC-7610,Disconnect
{I8M3-O1PM94FF-0658TFAJ},01/13/2010 17:02:58,CFB0216,PC-7077,Disconnect
{S3J8-R9XL72ZH-1893ORRC},01/13/2010 17:03:56,QTP0493,PC-2447,Disconnect
{M0L0-K0RH69WM-3792QJHJ},01/13/2010 17:03:58,JAJ0183,PC-1384,Disconnect
{M0G2-Y7ZO85PA-1252YRSM},01/13/2010 17:04:13,YXG0504,PC-4312,Disconnect
{H9J1-O0EJ48PA-5109EBKO},01/13/2010 17:05:23,TJC0370,PC-7987,Disconnect
{Y4O5-F9DI78PJ-1691KGMS},01/13/2010 17:05:52,CDM0220,PC-9708,Disconnect
{S6C6-K3RJ72DR-6164ESVM},01/13/2010 17:06:32,ECF0196,PC-9265,Disconnect
{U9M6-E4IO23LF-7138AYXJ},01/13/2010 17:06:50,HQC0608,PC-3020,Connect
{E5T0-Q3NO43AF-8823PZMY},01/13/2010 17:08:49,NUG0614,PC-9225,Connect
{J0F2-N0TR63AH-9550VNCD},01/13/2010 17:10:03,HQC0608,PC-3020,Disconnect
{C4K7-B1OP53GE-9932UOWZ},01/13/2010 17:11:55,TWW0515,PC-6940,Disconnect
{C2V3-K7QG80CF-5622ZJXH},01/13/2010 17:11:56,YEV0902,PC-9502,Disconnect
{D8C5-V9TK21TH-3545EMQG},01/13/2010 17:12:36,ASN0508,PC-8529,Disconnect
{N2W3-G1GX15UM-9447FFQU},01/13/2010 17:13:37,TDF0088,PC-1151,Disconnect
{Q9I2-V2ZY68LW-0940AUWT},01/13/2010 17:15:01,DGC0484,PC-0573,Connect
{C6G2-L7HK47QX-2599DCQO},01/13/2010 17:15:04,CBL0969,PC-9005,Connect
{T5P5-G8LA07NI-7073IHUN},01/13/2010 17:15:13,CBL0969,PC-9005,Disconnect
{L0G8-X6SW07ZT-7849MRPC},01/13/2010 17:17:40,PCM0369,PC-2094,Disconnect
{S8I5-S0UJ10RB-7695BBSB},01/13/2010 17:17:59,CTR0215,PC-2944,Connect
{K8A2-O9OJ85FO-2563XBJI},01/13/2010 17:19:32,BGM0010,PC-0811,Connect
{A5I5-I9QB20PO-4030SZMQ},01/13/2010 17:19:50,BNB0478,PC-7206,Connect
{R2H0-O4XC30CH-9755IFNZ},01/13/2010 17:20:35,YEV0902,PC-9502,Connect
{P4J5-W2HC12BK-5662NUDJ},01/13/2010 17:25:37,TZD0878,PC-7891,Disconnect
{L7Q7-T1CP18QR-0920NRST},01/13/2010 17:29:51,JZA0447,PC-9753,Connect
{S2D4-Q2PR52TB-4192ZVHC},01/13/2010 17:30:49,PCM0369,PC-2094,Connect
{J3U8-Z3CX25BQ-5635EZOR},01/13/2010 17:30:50,DIL0607,PC-3077,Connect
{F1V6-F4IE25JO-9473VXZI},01/13/2010 17:31:50,AYN0502,PC-9878,Disconnect
{C2L7-L6EO33DB-1423HRQL},01/13/2010 17:33:30,QTP0493,PC-2447,Connect
{U2F1-J0IT55BU-0046CUJB},01/13/2010 17:36:09,BEK0623,PC-2506,Disconnect
{R4I3-S8WU93HW-6321DBQA},01/13/2010 17:37:01,AVJ0078,PC-8277,Connect
{C8P0-M4CM45KI-3538WNHT},01/13/2010 17:37:39,AYN0502,PC-9878,Connect
{D7V4-E9NI33PQ-7466VTML},01/13/2010 17:39:01,YEV0902,PC-9502,Disconnect
{P9D7-C7ID21SD-2560AWDZ},01/13/2010 17:39:09,BGM0010,PC-0811,Disconnect
{U0C0-Z1VO40TW-5130VCEW},01/13/2010 17:41:01,RHR0856,PC-1914,Connect
{X5H3-C2HV69NK-1739NWIJ},01/13/2010 17:45:20,DIL0607,PC-3077,Disconnect
{I0Z7-S8KW39EG-7846XCMN},01/13/2010 17:45:26,WMH0866,PC-9974,Disconnect
{M8Q7-Q1YD58EV-3911DZBJ},01/13/2010 17:45:59,AYN0502,PC-9878,Disconnect
{I1A1-H2SS08VX-9009ESKI},01/13/2010 17:46:07,AYN0502,PC-9878,Connect
{V9F0-S3BU25PO-4941USEJ},01/13/2010 17:49:56,MMO0264,PC-8376,Connect
{U1D8-L4BC58KK-9114PXBB},01/13/2010 17:51:07,NUG0614,PC-9225,Disconnect
{L5O5-M3ND16PC-5336MRXD},01/13/2010 17:51:22,YEV0902,PC-9502,Connect
{P7F3-N2SI68LL-4253JQMV},01/13/2010 17:53:26,AVJ0078,PC-8277,Disconnect
{R0G6-L3LI39YJ-0199LGDO},01/13/2010 17:55:58,MOP0874,PC-3433,Connect
{P4U2-G7AI09BW-4777OSRV},01/13/2010 17:58:07,NUG0614,PC-9225,Connect
{A4R1-Q8KC65ML-3331RHVQ},01/13/2010 17:58:38,JKD0625,PC-1794,Disconnect
{F1V6-G8WU21XJ-8365VBKU},01/13/2010 17:58:58,MMO0264,PC-8376,Disconnect
{J2M0-B9UY27KQ-9573RARV},01/13/2010 17:58:59,NUG0614,PC-9225,Disconnect
{W5X6-N7AR20ON-5997XRPS},01/13/2010 18:01:37,JKD0625,PC-1794,Connect
{H4B5-P1GL24YA-0513SDEX},01/13/2010 18:03:55,HMR0409,PC-7088,Disconnect
{G2A9-U3QE76LE-9707QGVF},01/13/2010 18:07:54,HQC0608,PC-3020,Connect
{Q1U4-I4TL70IR-4660OIFK},01/13/2010 18:08:02,ECF0196,PC-9265,Connect
{D6K3-H6YI25GC-3891PPKX},01/13/2010 18:08:15,JKD0625,PC-1794,Disconnect
{K7G4-R6GX25FM-6227SUPK},01/13/2010 18:10:32,HQC0608,PC-3020,Disconnect
{N1N8-S3PT28LJ-7612EVHL},01/13/2010 18:12:14,ECF0196,PC-9265,Disconnect
{M0O0-V1NS21FB-7521NJCE},01/13/2010 18:20:55,LGW0987,PC-4597,Connect
{I3Q8-N2QL67TZ-3042IONY},01/13/2010 18:22:08,XOH0359,PC-4096,Disconnect
{M5Z1-N5ME76IV-5444WLUL},01/13/2010 18:24:23,PCM0369,PC-2094,Disconnect
{H6N9-L9FU87RS-9414RLDE},01/13/2010 18:27:03,DGC0484,PC-0573,Disconnect
{E2E9-K2OC07ZY-0933BUPW},01/13/2010 18:27:33,CRM0852,PC-6194,Disconnect
{Y7O8-Z3CJ92PG-2778HMXC},01/13/2010 18:29:03,JZA0447,PC-9753,Disconnect
{D8W0-M7LJ04EB-4120ZXMD},01/13/2010 18:31:48,AJO0389,PC-1738,Connect
{N1V7-S0TA71AT-5601EWQR},01/13/2010 18:34:26,YEV0902,PC-9502,Disconnect
{T5Y4-C4FG13VQ-0558QXWB},01/13/2010 18:37:18,AYN0502,PC-9878,Disconnect
{S2K5-C6YG78AR-3270WWIR},01/13/2010 18:38:44,AJO0389,PC-1738,Disconnect
{Y3B4-L7KF68SZ-0013SWYS},01/13/2010 18:45:40,RHR0856,PC-1914,Disconnect
{Y1H1-W1JQ55NB-5924EESN},01/13/2010 18:49:37,MOP0874,PC-3433,Disconnect
{H3A4-N4MM03ZE-0911AVZB},01/13/2010 18:50:13,AVJ0078,PC-8277,Connect
{H4F4-M5AR95TB-5874WZME},01/13/2010 18:52:53,AJO0389,PC-1738,Connect
{C5K2-W8KE76EZ-4708KPJO},01/13/2010 18:56:19,BNB0478,PC-7206,Disconnect
{W7Y9-I7QC05YB-5798FKTL},01/13/2010 18:57:04,DGC0484,PC-0573,Connect
{F9R6-W1PY78LA-3049LVND},01/13/2010 18:58:14,LGW0987,PC-4597,Disconnect
{A7O6-Y3SF11LP-8598YYPV},01/13/2010 19:01:27,MNT0552,PC-4301,Disconnect
{D2R9-E4KM16KI-2621HRJW},01/13/2010 19:02:18,DGC0484,PC-0573,Disconnect
{L4X8-B1PS44EZ-1098SPWI},01/13/2010 19:09:51,QTP0493,PC-2447,Disconnect
{S9J8-Q6YA60OC-8054THAL},01/13/2010 19:12:26,TCP0378,PC-6594,Disconnect
{W5F4-E6RP15KF-4542WWNI},01/13/2010 19:20:21,AJO0389,PC-1738,Disconnect
{V3T9-U5DF56CU-6264ZMYK},01/14/2010 06:53:37,BJE0520,PC-5893,Connect
{Q4I5-B6LK45RE-7643UPQN},01/14/2010 06:57:16,RKS0170,PC-4227,Connect
{R6E9-F0BC17XJ-3955WBKM},01/14/2010 07:12:14,YXG0504,PC-4312,Connect
{S8V9-V7FK65KV-0907LVVP},01/14/2010 07:14:25,YKW0319,PC-5822,Connect
{L7H5-Y2AP56EO-3219VZMS},01/14/2010 07:16:00,APC0027,PC-5493,Connect
{O6E3-K3VC54EX-4344PXPH},01/14/2010 07:20:31,YKW0319,PC-5822,Disconnect
{C1I5-E6KE93US-9959ZSGA},01/14/2010 07:20:36,AJM0772,PC-5855,Connect
{H4M5-H2NN18NG-1180FQLC},01/14/2010 07:24:55,JWS0948,PC-9666,Connect
{Z8B7-M1JV27VN-6127TUCC},01/14/2010 07:27:25,AJV0013,PC-5745,Connect
{E7G5-B7VH61XD-1131EUVU},01/14/2010 07:27:43,OCB0146,PC-8436,Connect
{N0K3-B3PI55ZS-0252NULQ},01/14/2010 07:29:53,RKS0170,PC-4227,Disconnect
{Y7W8-T1CJ96AD-5645RMGC},01/14/2010 07:34:01,GKY0171,PC-5490,Connect
{J4Z1-C8EQ25MW-9540WQCM},01/14/2010 07:42:39,GKY0171,PC-5490,Disconnect
{M6B4-U3SB49FW-5363CFGF},01/14/2010 07:42:49,WAW0624,PC-2091,Connect
{J5G5-W2HV15IV-6382FZCG},01/14/2010 07:44:39,HQC0608,PC-3020,Connect
{H0Q3-X9BY03DC-8998ZIJX},01/14/2010 07:45:31,WWR0317,PC-5131,Connect
{W8Z9-B5ZY41DL-1017UHTX},01/14/2010 07:48:18,APC0027,PC-5493,Disconnect
{F3B5-I5JQ25VT-4169LBHP},01/14/2010 07:49:37,XBW0181,PC-8353,Connect
{Y5H1-D2WK27BV-0463EEUB},01/14/2010 07:54:06,DCW0087,PC-5901,Connect
{V1H1-M1YU63BA-5499NRRJ},01/14/2010 07:54:19,PCM0369,PC-2094,Connect
{H0M2-E9LI09IO-5806ZWAV},01/14/2010 07:55:05,CCC0632,PC-2480,Connect
{S1F0-C1KV79SV-6794KYZP},01/14/2010 07:55:39,SKN0177,PC-2894,Connect
{H2A2-T8FF76QL-5565LADC},01/14/2010 07:56:20,AJO0389,PC-1738,Connect
{P8Q5-A6OP65LA-6788TMKG},01/14/2010 07:56:35,CCC0632,PC-2480,Disconnect
{X3P2-X5AN41PD-8284VVDY},01/14/2010 07:56:49,PAS0349,PC-6612,Connect
{M7O5-I1MZ69LY-5702SBMP},01/14/2010 08:02:11,XBW0181,PC-8353,Disconnect
{T8J0-F7EC62TY-9254CZKA},01/14/2010 08:02:14,NUG0614,PC-9225,Connect
{T6P5-R6SN89DY-3850RIAZ},01/14/2010 08:04:56,ACR0100,PC-3207,Connect
{A1P9-U6FT65JC-7705GGDK},01/14/2010 08:05:07,SKN0177,PC-2894,Disconnect
{Q8Q0-X7PX37AL-1655AWFC},01/14/2010 08:05:36,ECF0196,PC-9265,Connect
{L6G4-E1FW34GZ-4297UCQK},01/14/2010 08:06:41,TDB0268,PC-8284,Connect
{K7L3-I4LD44JH-4907WUVZ},01/14/2010 08:08:00,XBW0181,PC-8353,Connect
{Y8A4-L9UV86UV-4461BJJM},01/14/2010 08:08:18,RBS0466,PC-6902,Connect
{Q3Z7-L1HB45QE-8095UUWU},01/14/2010 08:08:59,WWR0317,PC-5131,Disconnect
{F2O3-Q0VI33DV-5151IUYQ},01/14/2010 08:09:38,YKW0319,PC-5822,Connect
{W7M2-Q7UU12QX-3346PSYG},01/14/2010 08:09:48,HKK0961,PC-4306,Connect
{M1V1-A1ZV08IQ-5223WZGP},01/14/2010 08:09:51,MSD0674,PC-0068,Connect
{B5D0-Z0UX93MZ-0167ECYH},01/14/2010 08:10:05,JVS0212,PC-8519,Connect
{R6Y2-P8YG73EZ-2459JMUY},01/14/2010 08:10:37,CMR0739,PC-3860,Connect
{V5Z3-V0UZ42YW-9183VZVO},01/14/2010 08:10:37,WHC0684,PC-3207,Connect
{V8P3-G5BO44NP-5553UWID},01/14/2010 08:10:45,AJO0389,PC-1738,Disconnect
{Q9R3-T0GO49HM-3205NNSI},01/14/2010 08:11:18,SLO0231,PC-3694,Connect
{E1O7-U0ZQ00SB-8991LXNC},01/14/2010 08:13:10,JRB0424,PC-4815,Connect
{H3W9-U5II16HV-3141FSAA},01/14/2010 08:13:15,CZB0191,PC-7236,Connect
{R1J4-P8NI40XA-3674WOOJ},01/14/2010 08:14:00,CZB0191,PC-7236,Disconnect
{B7R2-W3XE03GG-4101VZAI},01/14/2010 08:14:23,LKF0701,PC-4841,Connect
{S6K7-R1TH37YV-0740FQPW},01/14/2010 08:15:06,CQR0391,PC-4561,Connect
{R7B1-H1HT85AZ-7102YDJL},01/14/2010 08:15:38,CCH0959,PC-0588,Connect
{L8J8-R2UH40JL-7556UNNA},01/14/2010 08:17:15,LKF0701,PC-4841,Disconnect
{M6S9-T8TR89DE-0558NORW},01/14/2010 08:18:55,PCM0369,PC-2094,Disconnect
{E6O0-W0ZE58XC-4409OHTD},01/14/2010 08:19:13,ECF0196,PC-9265,Disconnect
{C8O1-B3LA04AJ-9067QWGS},01/14/2010 08:19:14,AJM0772,PC-5855,Disconnect
{I4G4-Q5EW03DD-6036QFGP},01/14/2010 08:19:23,MMO0264,PC-8376,Connect
{Q7P3-D4XY53UD-7808VOHS},01/14/2010 08:19:26,WHC0684,PC-3207,Disconnect
{G2Y7-A5ML87LR-9242NENS},01/14/2010 08:20:09,AJL0593,PC-0291,Connect
{Q7S3-B9XA58YN-0933WQJM},01/14/2010 08:20:44,ECC0383,PC-1240,Connect
{S8R1-I0XO22YY-0221WGSV},01/14/2010 08:20:52,CMR0739,PC-3860,Disconnect
{S2M9-T0EI83JM-6933NYLE},01/14/2010 08:20:54,RCH0166,PC-8765,Connect
{R3U4-D4HY51AD-9163ZSKW},01/14/2010 08:23:17,DCB0109,PC-0817,Connect
{R0E1-E0FI93CQ-8433FMQY},01/14/2010 08:24:11,MQF0815,PC-9876,Connect
{L5L9-V9DC72JS-8998MTKG},01/14/2010 08:24:26,XBW0181,PC-8353,Disconnect
{L2Z5-K2ZM28XQ-7711HLJU},01/14/2010 08:24:50,CQR0391,PC-4561,Disconnect
{T0M4-L7ST35QM-9256DYIS},01/14/2010 08:25:13,GKY0171,PC-5490,Connect
{B8G4-H1NB88AP-2436KDYY},01/14/2010 08:25:21,JKD0625,PC-1794,Connect
{U0V8-A9JM87IT-6436HIKW},01/14/2010 08:25:51,ASN0508,PC-8529,Connect
{W6B6-S7UJ65BZ-2626FOIN},01/14/2010 08:27:42,KBC0531,PC-4603,Connect
{H3G0-J9SZ65BG-2628CXZB},01/14/2010 08:27:42,MMO0264,PC-8376,Disconnect
{L1I4-P3VB76LN-4944HSRA},01/14/2010 08:27:58,AJM0772,PC-5855,Connect
{Y8D9-N1WU84QR-4823SHTG},01/14/2010 08:28:02,MRK0072,PC-0998,Connect
{H1Q9-Y2JP46TZ-8192TLKE},01/14/2010 08:29:17,XBW0181,PC-8353,Connect
{H3E4-T3QJ30YF-9152GPUD},01/14/2010 08:29:21,CHH0472,PC-0281,Connect
{Z1V8-U5PB45KU-9226IMJW},01/14/2010 08:30:04,LZV0162,PC-8274,Connect
{T5X5-I8BA50VW-0185APGC},01/14/2010 08:30:23,BGM0010,PC-0811,Connect
{M8H4-M4SU77SP-5208UBDP},01/14/2010 08:31:01,DUW0537,PC-3473,Connect
{Q5D9-G6BY20AE-1591LLNE},01/14/2010 08:31:03,AJL0593,PC-0291,Disconnect
{R2D7-W9GV38EH-6069XHRP},01/14/2010 08:31:20,APC0027,PC-5493,Connect
{C8N0-J5VM74DT-3623PXXK},01/14/2010 08:31:31,XUG0327,PC-8371,Connect
{F0K9-F9MC68PB-0553TDKM},01/14/2010 08:32:17,JVS0212,PC-8519,Disconnect
{F0H6-X5UZ94VZ-1090HIHO},01/14/2010 08:32:25,HQC0608,PC-3020,Disconnect
{R7Z5-Y8BN28CE-6480THWV},01/14/2010 08:32:59,LKF0701,PC-4841,Connect
{J8M7-D9TZ89ZG-4785LEXY},01/14/2010 08:36:34,BGM0010,PC-0811,Disconnect
{G1P3-M4CQ12JH-1928ZIHN},01/14/2010 08:37:21,SKN0177,PC-2894,Connect
{Z8O3-K9MJ76NF-4589VGBX},01/14/2010 08:37:44,TJC0370,PC-7987,Connect
{X5S3-U4KI94YP-5277KEQF},01/14/2010 08:38:07,LXW0999,PC-0051,Connect
{T0R8-I2FP33UC-8216RGXK},01/14/2010 08:38:10,LKF0701,PC-4841,Disconnect
{K8B9-Y9UK08OE-0765RIJR},01/14/2010 08:38:24,SKN0177,PC-2894,Disconnect
{P4F5-H5ZF23XG-0613BFZU},01/14/2010 08:38:29,BGR0068,PC-8640,Connect
{M5X1-X7PJ98SC-2992CSUR},01/14/2010 08:39:09,HKK0961,PC-4306,Disconnect
{R9U9-X1YW75BU-8756CCAE},01/14/2010 08:39:17,AJM0772,PC-5855,Disconnect
{C0L9-P6VJ32WF-8797PCEC},01/14/2010 08:42:38,MOP0874,PC-3433,Connect
{B0N7-B3ER11EF-7383TKCC},01/14/2010 08:42:51,CMR0739,PC-3860,Connect
{B8O9-T4OU90YX-7802DUGI},01/14/2010 08:43:02,PCM0369,PC-2094,Connect
{H5C3-S1UX01JL-5479IIMD},01/14/2010 08:43:12,YKW0319,PC-5822,Disconnect
{R8T3-G0RO88BT-6304BDJY},01/14/2010 08:43:26,AJO0389,PC-1738,Connect
{A0V3-K0IY54IT-5216PZUX},01/14/2010 08:43:41,HQC0608,PC-3020,Connect
{Y4Q6-B8TI68YW-8544HIZU},01/14/2010 08:44:20,RPH0848,PC-0130,Connect
{A6G7-F7MK42MK-4155BVUN},01/14/2010 08:45:51,YXG0504,PC-4312,Disconnect
{C2U3-X2SE48QT-6996HFLP},01/14/2010 08:47:01,JTC0313,PC-4300,Connect
{K6M5-L2SJ43LH-3800XBYF},01/14/2010 08:47:16,KBC0531,PC-4603,Disconnect
{X6N6-U8SC56TU-4309RYSJ},01/14/2010 08:47:22,TCF0052,PC-5277,Connect
{G5D3-T1JJ80LP-9254XVSI},01/14/2010 08:47:43,NLB0989,PC-2595,Connect
{P8J9-T0SB79ET-0237WJSI},01/14/2010 08:47:43,YEV0902,PC-9502,Connect
{H8A0-U2RM44QK-5064XDCP},01/14/2010 08:48:08,NLR0174,PC-8272,Connect
{E7F3-P8AO05UZ-4086GKYE},01/14/2010 08:48:12,YXG0504,PC-4312,Connect
{W8I8-M4NZ44QH-0628ZBYZ},01/14/2010 08:48:33,CCH0959,PC-0588,Disconnect
{L6V0-O5EV04WM-7336UJOP},01/14/2010 08:48:44,LXW0999,PC-0051,Disconnect
{M4O4-V1EP20KG-5736AMPF},01/14/2010 08:49:22,LKF0701,PC-4841,Connect
{F5Q9-X3YZ52VI-4369FFBM},01/14/2010 08:50:07,RKS0170,PC-4227,Connect
{V6J6-K1GA81RT-7131ZQQK},01/14/2010 08:50:46,CZB0191,PC-7236,Connect
{W0C6-C7KE93FK-7668WEIW},01/14/2010 08:51:04,ECF0196,PC-9265,Connect
{Z5Q0-Y1BW81EV-5169MBTV},01/14/2010 08:52:55,CRM0666,PC-5057,Connect
{H4W0-C1RY26PQ-8210UQEW},01/14/2010 08:53:21,CMR0739,PC-3860,Disconnect
{J0Z1-G1NK41FN-3036LRIL},01/14/2010 08:53:48,VLB0057,PC-7284,Connect
{U3C6-A9DY80EF-7387SWYC},01/14/2010 08:54:48,ECF0196,PC-9265,Disconnect
{O8R4-F2BT94SN-0612RAUX},01/14/2010 08:55:08,WAW0624,PC-2091,Disconnect
{N4L6-B8XK89OD-3362QNGX},01/14/2010 08:55:21,LXW0999,PC-0051,Connect
{Z9K1-Y9GK57VT-0076HHAT},01/14/2010 08:55:59,RKS0170,PC-4227,Disconnect
{O1F9-Q3YK54TQ-5823UDDN},01/14/2010 08:58:42,XUG0327,PC-8371,Disconnect
{U0A2-P2OQ26HW-8914HSKG},01/14/2010 08:59:57,PAS0349,PC-6612,Disconnect
{A4S4-J0FC18WO-4524LSLY},01/14/2010 09:00:04,NUG0614,PC-9225,Disconnect
{K3Y5-J3TE62RL-6821KZWK},01/14/2010 09:00:17,NLB0989,PC-2595,Disconnect
{N2R7-A7IR28LJ-3156VQNN},01/14/2010 09:00:43,MQF0815,PC-9876,Disconnect
{E6I8-R2DE69RI-5465AJWV},01/14/2010 09:01:16,AJO0389,PC-1738,Disconnect
{P2Q9-Y0AI53LL-2683JAZC},01/14/2010 09:01:20,BRS0802,PC-7449,Connect
{Z4O7-M1JK39EG-0049SZIY},01/14/2010 09:01:22,YKW0319,PC-5822,Connect
{Z3Z7-M2OK96TO-3341PFGK},01/14/2010 09:02:05,MSD0674,PC-0068,Disconnect
{Y1D8-M7AW08PC-8801FLOL},01/14/2010 09:02:09,CDM0220,PC-9708,Connect
{O8Q9-W0FA47JB-9408LOPS},01/14/2010 09:03:39,CCH0959,PC-0588,Connect
{R1P6-O6LK01SZ-8880GVMC},01/14/2010 09:03:47,JZA0447,PC-9753,Connect
{S0W7-C2DX58NX-3875HLUX},01/14/2010 09:03:54,SKN0177,PC-2894,Connect
{N9C8-L4TN01PY-8611IOQX},01/14/2010 09:04:34,HAM0510,PC-2773,Connect
{I0R7-B9GK59NF-0853PYUB},01/14/2010 09:04:37,AUS0564,PC-5201,Connect
{O2Z1-J1ZW34IM-0667UTMA},01/14/2010 09:04:38,CMR0739,PC-3860,Connect
{O7Q7-M9VF14ML-8329ZMZK},01/14/2010 09:05:07,KBC0531,PC-4603,Connect
